s,a,r,sp
1336,0,0,1336
1336,0,0,1336
1336,2,-2,1302
1302,0,0,1269
1269,0,0,1236
1236,1,-2,1237
1237,2,-2,1203
1203,0,0,1170
1170,2,-2,1103
1103,2,-2,1003
1003,0,0,904
904,0,0,805
805,0,0,0
1072,0,0,1072
1072,0,0,1072
1072,2,-2,1038
1038,2,-2,971
971,0,0,905
905,0,0,839
839,0,0,773
773,1,-2,741
741,2,-2,674
674,0,0,608
608,0,0,542
542,1,-2,510
510,1,-2,511
1269,1,-2,1270
1270,1,-2,1304
1304,1,-2,1371
1371,0,0,1437
1437,0,0,1503
1503,1,-2,1603
1603,1,-2,0
1303,1,-2,1337
1337,1,-2,1404
1404,0,0,1470
1470,1,-2,1570
1570,2,-2,1635
1635,1,-2,1735
1735,0,0,1834
1834,2,-2,1899
1899,0,0,0
1598,2,-2,1498
1498,0,0,1399
1399,0,0,1300
1300,2,-2,1167
1167,0,0,1035
1035,1,-2,937
937,1,-2,872
872,2,-2,772
772,1,-2,707
707,0,0,641
641,0,0,575
575,0,0,509
509,2,-2,409
1535,1,-2,1602
1602,0,0,1668
1668,0,0,1734
1734,0,0,1800
1800,1,-2,1900
1900,0,0,1999
1999,2,-2,2064
2064,0,0,2130
2130,1,-2,2230
2230,1,-2,2363
2363,0,0,2495
2495,0,0,0
1340,2,-2,1438
1438,2,-2,1503
1503,1,-2,1603
1603,2,-2,1668
1668,0,0,0
1669,0,0,1768
1768,0,0,1867
1867,0,0,1966
1966,2,-2,0
1497,0,0,1365
1365,2,-2,1199
1199,2,-2,1000
1000,1,-2,836
836,1,-2,705
705,0,0,573
573,0,0,0
1104,0,0,1071
1071,0,0,1038
1038,0,0,1005
1005,0,0,972
972,0,0,939
939,0,0,906
906,0,0,873
873,0,0,840
840,1,-2,841
841,1,-2,875
875,2,-2,874
874,0,0,874
1371,0,0,1437
1437,0,0,1503
1503,0,0,1569
1569,2,-2,1601
1601,0,0,1634
1634,0,0,1667
1667,1,-2,1734
1734,2,-2,1766
1766,0,0,1799
1799,0,0,0
1336,2,-2,1302
1302,1,-2,1303
1303,0,0,1303
1303,0,0,1303
1303,2,-2,1269
1269,2,-2,1202
1202,2,-2,1102
1102,2,-2,969
969,2,-2,803
803,1,-2,672
672,0,0,0
1240,0,0,1339
1339,0,0,1438
1438,1,-2,1571
1571,0,0,1703
1703,2,-2,1801
1801,0,0,1900
1900,0,0,1999
1999,0,0,0
1173,0,0,1239
1239,0,0,1305
1305,0,0,1371
1371,0,0,1437
1437,1,-2,1537
1537,2,-2,1602
1602,1,-2,1702
1702,2,-2,1767
1767,0,0,1833
1833,0,0,1899
1899,1,-2,1999
1999,1,-2,2132
2132,1,-2,0
1201,2,-2,1068
1068,0,0,936
936,0,0,804
804,2,-2,638
638,0,0,473
473,1,-2,0
1040,0,0,1073
1073,1,-2,1140
1140,1,-2,1240
1240,0,0,1339
1339,2,-2,1404
1404,2,-2,1436
1436,2,-2,1435
1435,0,0,1435
1435,1,-2,1469
1469,0,0,1502
1176,1,-2,1375
1375,2,-2,1539
1539,0,0,1704
1704,0,0,1869
1869,2,-2,0
1136,1,-2,1104
1104,2,-2,1037
1037,1,-2,1005
1005,0,0,972
972,1,-2,973
973,0,0,973
973,2,-2,939
939,0,0,0
1205,1,-2,1272
1272,0,0,1338
1338,0,0,1404
1404,0,0,1470
1470,0,0,1536
1536,2,-2,1568
1568,2,-2,1567
1567,1,-2,1601
1601,2,-2,1600
1600,2,-2,1566
1497,0,0,1365
1365,0,0,1233
1233,1,-2,1135
1135,2,-2,1002
1002,2,-2,836
836,1,-2,705
705,2,-2,0
1864,2,-2,1830
1830,2,-2,1763
1763,1,-2,1731
1731,2,-2,1664
1664,0,0,1598
1598,0,0,1532
1532,0,0,1466
1466,0,0,1400
1400,0,0,1334
1334,0,0,1268
1268,0,0,1202
1103,0,0,1037
1037,0,0,971
971,1,-2,939
939,1,-2,940
940,2,-2,906
906,0,0,873
873,0,0,0
1536,0,0,1602
1602,0,0,1668
1668,1,-2,1768
1768,2,-2,1833
1833,0,0,1899
1899,0,0,1965
1965,2,-2,0
1240,1,-2,1373
1373,1,-2,1539
1539,2,-2,1670
1670,0,0,1802
1802,0,0,1934
1934,2,-2,2032
2032,1,-2,2165
2165,0,0,0
1398,1,-2,1300
1300,2,-2,1167
1167,0,0,1035
1035,2,-2,869
869,1,-2,738
738,2,-2,0
1374,0,0,1539
1539,2,-2,1670
1670,0,0,1802
1802,2,-2,0
1570,1,-2,1703
1703,0,0,1835
1835,2,-2,1933
1933,0,0,2032
2032,1,-2,0
1237,0,0,1237
1237,0,0,1237
1237,0,0,1237
1237,2,-2,1203
1203,1,-2,1204
1204,1,-2,1238
1238,0,0,1271
1271,0,0,1304
1304,0,0,1337
1337,1,-2,1404
1404,2,-2,1436
1436,2,-2,1435
1435,0,0,1435
1435,1,-2,1469
1302,2,-2,1235
1235,2,-2,1135
1135,0,0,1036
1036,0,0,937
937,1,-2,872
872,0,0,806
806,1,-2,774
774,1,-2,775
775,2,-2,741
741,2,-2,674
674,0,0,608
608,2,-2,508
508,2,-2,375
375,2,-2,209
209,1,-2,0
1235,2,-2,1135
1135,1,-2,1070
1070,0,0,1004
1004,2,-2,904
904,0,0,805
805,0,0,706
706,2,-2,573
573,2,-2,407
407,0,0,0
1005,1,-2,1006
1006,0,0,1006
1006,1,-2,1040
1040,0,0,1073
1073,2,-2,1072
1072,0,0,1072
1072,2,-2,1038
1038,2,-2,971
971,1,-2,939
939,1,-2,940
940,0,0,0
1501,1,-2,1535
1535,1,-2,1602
1602,1,-2,1702
1702,2,-2,1767
1767,0,0,1833
1833,2,-2,1865
1865,2,-2,1864
1864,2,-2,1830
1830,0,0,1797
1797,0,0,1764
1764,0,0,1731
1731,0,0,1698
1698,0,0,1665
1665,1,-2,1666
1666,0,0,1666
1666,0,0,1666
1666,1,-2,1700
1700,0,0,1733
1733,2,-2,1732
1468,0,0,1468
1468,2,-2,1434
1434,1,-2,1435
1435,0,0,1435
1435,1,-2,1469
1469,1,-2,1536
1536,1,-2,1636
1636,2,-2,1701
1701,0,0,1767
1767,1,-2,1867
1867,0,0,1966
1966,2,-2,2031
2031,0,0,2097
2097,0,0,0
1035,2,-2,869
869,0,0,704
704,0,0,0
1203,1,-2,1204
1204,1,-2,1238
1238,0,0,1271
1271,1,-2,1338
1338,0,0,1404
1404,1,-2,1504
1504,0,0,1603
1603,0,0,0
1239,1,-2,1339
1339,1,-2,1472
1472,0,0,1604
1604,0,0,1736
1736,2,-2,1834
1834,0,0,1933
1933,2,-2,1998
1998,1,-2,2098
2098,0,0,2197
2197,0,0,2296
2296,1,-2,2429
2429,0,0,0
1630,2,-2,1497
1497,0,0,1365
1365,0,0,1233
1233,1,-2,1135
1135,1,-2,1070
1070,0,0,1004
1004,2,-2,904
904,1,-2,839
839,0,0,773
773,2,-2,0
1104,0,0,1071
1071,2,-2,1004
1004,0,0,938
938,0,0,872
872,2,-2,772
772,1,-2,707
707,2,-2,607
607,1,-2,542
542,0,0,476
476,0,0,410
410,1,-2,378
378,0,0,345
345,0,0,312
970,0,0,871
871,1,-2,806
806,0,0,740
740,0,0,0
1332,1,-2,1234
1234,1,-2,1169
1169,1,-2,1137
1137,0,0,1104
1104,0,0,1071
1071,1,-2,0
1470,0,0,1536
1536,2,-2,1568
1568,2,-2,1567
1567,0,0,1567
1567,0,0,1567
1567,0,0,1567
1567,2,-2,1533
1533,0,0,0
1241,0,0,1373
1373,2,-2,1471
1471,0,0,1570
1570,1,-2,1703
1703,1,-2,1869
1869,0,0,0
1269,0,0,1236
1236,2,-2,1169
1169,1,-2,1137
1137,2,-2,1070
1070,0,0,1004
1004,0,0,938
938,0,0,872
872,2,-2,772
772,2,-2,639
639,0,0,507
507,2,-2,341
341,1,-2,210
210,2,-2,0
1439,0,0,1571
1571,0,0,1703
1703,1,-2,1869
1869,2,-2,2000
2000,2,-2,0
1267,2,-2,1134
1134,2,-2,968
968,2,-2,769
769,1,-2,605
605,0,0,440
440,2,-2,241
241,0,0,0
1436,1,-2,1503
1503,2,-2,1535
1535,2,-2,1534
1534,1,-2,1568
1568,2,-2,1567
1567,2,-2,1533
1533,0,0,1500
1500,2,-2,1433
1433,1,-2,1401
1401,0,0,1368
1368,2,-2,1301
1301,1,-2,1269
1269,0,0,1236
1236,2,-2,0
1075,0,0,1174
1174,2,-2,1239
1239,2,-2,1271
1271,0,0,1304
1304,0,0,1337
1337,2,-2,1336
1336,0,0,1336
1336,0,0,1336
1336,2,-2,1302
1302,0,0,0
1496,0,0,1331
1331,0,0,1166
1166,2,-2,967
967,2,-2,735
735,0,0,504
504,2,-2,0
1300,0,0,1201
1201,0,0,1102
1102,2,-2,969
969,0,0,837
837,2,-2,671
671,0,0,506
506,0,0,0
1400,0,0,1334
1334,0,0,1268
1268,2,-2,1168
1168,0,0,1069
1069,0,0,970
970,0,0,871
871,2,-2,738
738,0,0,606
606,0,0,474
474,1,-2,376
376,0,0,277
277,1,-2,0
1010,0,0,1142
1142,0,0,1274
1274,2,-2,1372
1372,0,0,1471
1471,0,0,1570
1570,0,0,1669
1669,2,-2,1734
1734,0,0,0
1336,1,-2,1370
1370,1,-2,1437
1437,0,0,1503
1503,0,0,1569
1569,0,0,1635
1635,0,0,1701
1701,1,-2,1801
1801,1,-2,1934
1934,1,-2,0
1142,1,-2,1308
1308,0,0,1473
1473,2,-2,1604
1604,1,-2,1770
1770,0,0,1935
1935,0,0,2100
2100,0,0,0
1068,2,-2,902
902,0,0,737
737,0,0,572
572,2,-2,0
1469,1,-2,1536
1536,0,0,1602
1602,0,0,1668
1668,2,-2,1700
1700,1,-2,1767
1767,2,-2,1799
1799,2,-2,1798
1798,1,-2,1832
1832,2,-2,1831
1831,0,0,1831
1831,0,0,1831
1831,2,-2,1797
1797,0,0,1764
1764,1,-2,1765
1765,2,-2,1731
1731,0,0,0
1402,0,0,1402
1402,0,0,1402
1402,2,-2,1368
1368,1,-2,1369
1369,1,-2,1403
1403,0,0,1436
1436,0,0,1469
1469,1,-2,1536
1536,0,0,1602
1602,0,0,1668
1668,0,0,1734
1734,0,0,1800
1800,0,0,1866
1866,1,-2,1966
1966,0,0,0
1332,0,0,1200
1200,1,-2,1102
1102,2,-2,969
969,2,-2,803
803,1,-2,672
672,1,-2,0
1331,2,-2,1132
1132,1,-2,968
968,0,0,803
803,0,0,638
638,1,-2,0
1668,2,-2,1700
1700,0,0,1733
1733,1,-2,1800
1800,0,0,1866
1866,0,0,0
1404,0,0,1470
1470,0,0,1536
1536,0,0,1602
1602,0,0,1668
1668,0,0,1734
1734,0,0,1800
1800,1,-2,1900
1900,2,-2,1965
1965,2,-2,0
805,2,-2,672
672,0,0,0
1467,2,-2,1400
1400,1,-2,1368
1368,2,-2,1301
1301,1,-2,1269
1269,2,-2,1202
1202,0,0,1136
1136,0,0,1070
1070,0,0,1004
1004,1,-2,972
972,2,-2,905
905,0,0,839
839,1,-2,807
807,0,0,774
774,0,0,741
741,0,0,708
708,1,-2,709
709,2,-2,675
675,0,0,642
642,0,0,609
609,0,0,576
1568,0,0,1601
1601,0,0,1634
1634,0,0,1667
1667,0,0,1700
1700,1,-2,1767
1767,0,0,1833
1833,0,0,1899
1899,0,0,1965
1965,1,-2,2065
2065,0,0,2164
2164,1,-2,2297
2297,0,0,2429
2429,0,0,0
1433,0,0,1367
1367,0,0,1301
1301,0,0,1235
1235,2,-2,1135
1135,0,0,1036
1036,1,-2,971
971,0,0,905
905,1,-2,873
873,0,0,840
840,2,-2,773
773,0,0,707
707,0,0,0
1769,1,-2,1935
1935,0,0,0
1135,0,0,1036
1036,2,-2,903
903,0,0,771
771,2,-2,605
605,0,0,0
1100,0,0,935
935,1,-2,804
804,1,-2,0
1634,1,-2,1701
1701,0,0,1767
1767,0,0,1833
1833,1,-2,1933
1933,0,0,2032
2032,0,0,2131
2131,0,0,2230
2230,0,0,2329
2329,0,0,2428
2428,0,0,2527
2527,2,-2,0
1041,2,-2,1073
1073,0,0,1106
1106,0,0,1139
1139,0,0,1172
1172,0,0,1205
1205,0,0,1238
1238,0,0,1271
1271,1,-2,1338
1338,0,0,1404
1404,2,-2,1436
1436,2,-2,1435
1435,0,0,1435
1435,2,-2,1401
1401,2,-2,1334
1334,0,0,0
1236,0,0,1203
1203,0,0,1170
1170,0,0,1137
1137,2,-2,1070
1070,0,0,1004
1004,1,-2,972
972,1,-2,973
973,1,-2,1007
1007,0,0,1040
1040,0,0,1073
1073,1,-2,1140
1140,0,0,1206
1206,0,0,1272
1272,1,-2,1372
1372,0,0,0
1206,2,-2,1238
1238,2,-2,1237
1237,0,0,1237
1237,0,0,1237
1237,1,-2,1271
1271,0,0,1304
1304,1,-2,1371
1371,2,-2,1403
1403,0,0,1436
1436,0,0,1469
1469,1,-2,1536
1536,0,0,0
1860,0,0,1728
1728,1,-2,1630
1630,0,0,1531
1531,0,0,1432
1432,1,-2,1367
1367,1,-2,1335
1335,1,-2,1336
1336,2,-2,1302
1302,0,0,1269
1269,1,-2,0
1169,1,-2,1137
1137,1,-2,1138
1138,0,0,1138
1138,0,0,1138
1138,2,-2,1104
1104,0,0,1071
1071,2,-2,1004
1004,0,0,0
1465,1,-2,1400
1400,1,-2,1368
1368,2,-2,1301
1301,2,-2,1201
1201,2,-2,1068
1068,1,-2,970
970,0,0,871
871,1,-2,806
806,1,-2,0
1011,0,0,1176
1176,0,0,1341
1341,2,-2,1472
1472,1,-2,1638
1638,2,-2,1769
1769,2,-2,0
1204,1,-2,1238
1238,0,0,1271
1271,2,-2,1270
1270,0,0,1270
1270,2,-2,1236
1236,0,0,1203
1203,2,-2,1136
1136,0,0,1070
1070,0,0,1004
1004,0,0,938
938,1,-2,906
906,2,-2,839
1236,0,0,1203
1203,2,-2,1136
1136,0,0,1070
1070,2,-2,970
970,0,0,871
871,1,-2,806
806,1,-2,774
774,0,0,741
741,1,-2,742
742,2,-2,708
708,0,0,675
675,2,-2,608
608,1,-2,576
1035,1,-2,937
937,0,0,838
838,2,-2,0
1434,2,-2,1367
1367,0,0,1301
1301,1,-2,1269
1269,0,0,1236
1236,2,-2,1169
1169,1,-2,1137
1137,0,0,1104
1104,0,0,1071
1071,2,-2,1004
1004,0,0,938
938,2,-2,838
838,0,0,739
739,2,-2,606
606,0,0,474
474,1,-2,376
376,0,0,277
277,0,0,0
1336,0,0,1336
1336,1,-2,1370
1370,1,-2,1437
1437,0,0,1503
1503,0,0,1569
1569,1,-2,1669
1669,2,-2,1734
1734,0,0,1800
1800,1,-2,1900
1900,0,0,0
1167,2,-2,1001
1001,1,-2,870
870,2,-2,704
704,2,-2,0
1429,2,-2,1197
1197,1,-2,1000
1000,0,0,802
802,2,-2,0
1109,0,0,1241
1241,1,-2,1407
1407,1,-2,1606
1606,1,-2,1838
1838,1,-2,2103
2103,2,-2,2333
2333,0,0,0
1402,2,-2,1368
1368,0,0,1335
1335,1,-2,1336
1336,0,0,1336
1336,1,-2,1370
1370,0,0,1403
1403,0,0,1436
1436,0,0,1469
1469,2,-2,1468
1468,2,-2,1434
1434,0,0,1401
1401,0,0,1368
1368,0,0,1335
1335,2,-2,1268
1268,1,-2,1236
1236,1,-2,1237
1237,2,-2,1203
1203,2,-2,1136
1136,0,0,1070
1070,1,-2,1038
1859,0,0,1694
1694,2,-2,1495
1495,2,-2,1263
1263,0,0,1032
1032,2,-2,767
767,0,0,503
503,0,0,239
239,0,0,0
1235,2,-2,1135
1135,0,0,1036
1036,0,0,937
937,0,0,838
838,0,0,739
739,1,-2,674
674,0,0,608
608,2,-2,508
508,0,0,0
1535,0,0,1568
1568,2,-2,1567
1567,1,-2,1601
1601,2,-2,1600
1600,2,-2,1566
1566,0,0,1533
1533,1,-2,1534
1534,0,0,1534
1534,0,0,1534
1534,0,0,1534
1534,1,-2,1568
1568,1,-2,1635
1635,0,0,1701
1368,0,0,1335
1335,0,0,1302
1302,2,-2,1235
1235,0,0,1169
1169,0,0,1103
1103,0,0,1037
1037,1,-2,1005
1005,0,0,972
972,2,-2,905
905,2,-2,805
805,1,-2,740
1335,0,0,1302
1302,0,0,1269
1269,2,-2,1202
1202,1,-2,1170
1170,0,0,1137
1137,0,0,1104
1104,1,-2,1105
1105,0,0,1105
1105,2,-2,1071
1071,2,-2,1004
1004,0,0,938
938,0,0,872
872,1,-2,840
840,2,-2,773
773,0,0,707
707,0,0,641
641,2,-2,541
541,0,0,442
1072,0,0,1072
1072,0,0,1072
1072,1,-2,1106
1106,0,0,1139
1139,1,-2,1206
1206,2,-2,1238
1238,0,0,1271
1271,1,-2,1338
1338,0,0,1404
1404,1,-2,1504
1504,0,0,1603
1603,0,0,1702
1702,1,-2,0
1238,2,-2,1237
1237,1,-2,1271
1271,0,0,1304
1304,2,-2,1303
1303,0,0,1303
1303,1,-2,1337
1337,2,-2,1336
1336,1,-2,1370
1370,1,-2,1437
1437,0,0,1503
1503,0,0,1569
1569,1,-2,1669
1669,0,0,1768
1768,0,0,1867
1867,0,0,1966
1966,0,0,2065
2065,1,-2,2198
2198,0,0,2330
2330,0,0,2462
1235,1,-2,1203
1203,0,0,1170
1170,0,0,1137
1137,0,0,1104
1104,0,0,1071
1071,2,-2,1004
1004,2,-2,904
904,0,0,805
805,0,0,0
1007,0,0,1040
1040,1,-2,1107
1107,0,0,1173
1173,0,0,1239
1239,0,0,1305
1305,0,0,1371
1371,2,-2,1403
1403,0,0,1436
1436,1,-2,1503
1503,1,-2,1603
1603,1,-2,1736
1736,0,0,1868
1868,0,0,2000
2000,0,0,0
1233,0,0,1101
1101,1,-2,1003
1003,0,0,904
904,0,0,805
805,0,0,0
1434,1,-2,1435
1435,1,-2,1469
1469,0,0,1502
1502,1,-2,1569
1569,0,0,1635
1635,2,-2,1667
1667,0,0,1700
1700,0,0,1733
1733,1,-2,0
1069,0,0,970
970,0,0,871
871,0,0,772
772,2,-2,639
639,0,0,0
1631,0,0,1565
1565,1,-2,1533
1533,2,-2,1466
1466,2,-2,1366
1366,1,-2,1301
1301,0,0,1235
1235,2,-2,1135
1135,0,0,1036
1036,2,-2,903
903,1,-2,805
805,0,0,706
706,0,0,607
607,2,-2,474
474,1,-2,376
376,1,-2,0
1565,0,0,1499
1499,2,-2,1399
1399,1,-2,1334
1334,0,0,1268
1268,0,0,1202
1202,0,0,1136
1136,1,-2,1104
1104,0,0,1071
1071,0,0,1038
1038,2,-2,971
971,0,0,905
905,2,-2,805
805,0,0,706
706,1,-2,0
1169,2,-2,1069
1069,2,-2,936
936,0,0,804
804,0,0,672
672,0,0,540
540,2,-2,374
374,0,0,209
209,2,-2,0
1635,0,0,1701
1701,0,0,1767
1767,0,0,1833
1833,0,0,1899
1899,1,-2,1999
1999,2,-2,0
973,0,0,973
973,2,-2,939
939,0,0,906
906,1,-2,907
907,0,0,907
907,0,0,907
907,1,-2,941
941,0,0,974
974,0,0,1007
1007,0,0,1040
1040,0,0,1073
1073,1,-2,1140
1140,1,-2,1240
1240,0,0,1339
1339,2,-2,1404
1404,2,-2,1436
1436,1,-2,1503
1503,0,0,1569
1569,2,-2,1601
1465,0,0,1366
1366,0,0,1267
1267,0,0,1168
1168,1,-2,1103
1103,0,0,1037
1037,2,-2,937
937,0,0,838
838,0,0,739
739,2,-2,0
1666,0,0,1666
1666,1,-2,1700
1700,2,-2,1699
1699,0,0,1699
1699,2,-2,1665
1665,0,0,1632
1632,0,0,1599
1599,1,-2,1600
1600,1,-2,1634
1634,0,0,1667
1667,0,0,1700
1700,0,0,1733
1733,0,0,1766
1766,0,0,1799
1799,0,0,1832
1832,0,0,1865
1865,0,0,1898
1898,1,-2,1965
1965,0,0,2031
2031,1,-2,2131
1401,0,0,1368
1368,2,-2,1301
1301,0,0,1235
1235,2,-2,1135
1135,0,0,1036
1036,2,-2,903
903,0,0,771
771,0,0,639
639,2,-2,473
473,1,-2,0
1072,0,0,1072
1072,2,-2,1038
1038,0,0,1005
1005,0,0,972
972,0,0,939
939,2,-2,872
872,0,0,806
806,2,-2,706
706,1,-2,641
641,0,0,575
575,1,-2,543
543,0,0,510
510,0,0,477
477,1,-2,478
478,0,0,478
478,2,-2,444
1434,2,-2,1367
1367,1,-2,1335
1335,0,0,1302
1302,0,0,1269
1269,1,-2,1270
1270,2,-2,1236
1236,0,0,1203
1203,2,-2,1136
1136,0,0,1070
1070,0,0,1004
1004,2,-2,904
904,1,-2,839
1335,0,0,1302
1302,0,0,1269
1269,0,0,1236
1236,0,0,1203
1203,0,0,1170
1170,0,0,1137
1137,1,-2,1138
1138,2,-2,1104
1104,2,-2,1037
1037,0,0,971
971,0,0,905
905,2,-2,805
805,1,-2,740
740,1,-2,708
1368,0,0,1335
1335,0,0,1302
1302,2,-2,1235
1235,0,0,1169
1169,0,0,1103
1103,0,0,1037
1037,0,0,971
971,1,-2,939
939,0,0,906
906,2,-2,839
839,1,-2,807
807,0,0,774
774,0,0,741
741,0,0,708
1270,0,0,1270
1270,1,-2,1304
1304,1,-2,1371
1371,0,0,1437
1437,2,-2,1469
1469,0,0,1502
1502,2,-2,1501
1501,0,0,1501
1501,1,-2,1535
1535,2,-2,1534
1534,0,0,1534
1534,2,-2,1500
1500,1,-2,1501
1501,2,-2,1467
1467,2,-2,1400
1400,0,0,1334
906,1,-2,907
907,0,0,907
907,2,-2,873
873,0,0,840
840,0,0,807
807,0,0,774
774,2,-2,707
707,1,-2,0
1762,0,0,1663
1663,0,0,1564
1564,0,0,1465
1465,1,-2,1400
1400,1,-2,1368
1368,0,0,1335
1335,0,0,1302
1302,0,0,1269
1269,2,-2,1202
1202,1,-2,1170
1170,1,-2,1171
1171,1,-2,0
1365,0,0,1233
1233,2,-2,1067
1067,0,0,902
902,2,-2,703
703,0,0,505
505,1,-2,0
1233,0,0,1101
1101,0,0,969
969,1,-2,871
871,0,0,772
772,0,0,0
1369,0,0,1369
1369,0,0,1369
1369,1,-2,1403
1403,0,0,1436
1436,1,-2,1503
1503,1,-2,1603
1603,0,0,1702
1702,0,0,1801
1801,2,-2,1866
1866,2,-2,1898
1898,0,0,1931
1931,1,-2,1998
1998,2,-2,0
1604,2,-2,1702
1702,0,0,1801
1801,2,-2,0
1137,0,0,1104
1104,2,-2,1037
1037,0,0,971
971,0,0,905
905,0,0,839
839,1,-2,807
807,2,-2,740
740,0,0,674
674,2,-2,574
574,0,0,475
475,0,0,376
376,2,-2,243
243,0,0,111
111,1,-2,13
741,1,-2,742
742,2,-2,708
708,0,0,0
1072,0,0,1072
1072,2,-2,1038
1038,0,0,1005
1005,0,0,972
972,0,0,939
939,2,-2,872
872,0,0,806
806,0,0,740
740,2,-2,640
640,0,0,541
541,2,-2,408
408,0,0,0
1372,2,-2,1437
1437,0,0,1503
1503,1,-2,1603
1603,0,0,1702
1702,0,0,1801
1801,1,-2,1934
1934,1,-2,0
1203,2,-2,1136
1136,2,-2,1036
1036,0,0,937
937,0,0,838
838,0,0,739
739,0,0,640
640,2,-2,507
507,1,-2,409
409,1,-2,344
344,0,0,278
278,0,0,212
212,2,-2,0
1075,2,-2,1140
1140,0,0,1206
1206,0,0,1272
1272,0,0,1338
1338,2,-2,1370
1370,2,-2,1369
1369,0,0,1369
1369,0,0,1369
1369,0,0,1369
1369,0,0,0
1438,2,-2,1503
1503,2,-2,1535
1535,0,0,1568
1568,1,-2,1635
1635,2,-2,1667
1667,2,-2,0
1272,2,-2,1304
1304,0,0,1337
1337,2,-2,1336
1336,2,-2,1302
1302,2,-2,1235
1235,0,0,1169
1169,2,-2,1069
1069,0,0,0
1036,1,-2,971
971,0,0,905
905,1,-2,873
873,0,0,0
1273,0,0,1372
1372,0,0,1471
1471,1,-2,1604
1604,1,-2,1770
1770,1,-2,1969
1969,0,0,2167
2167,2,-2,2331
2331,1,-2,0
1532,0,0,1466
1466,0,0,1400
1400,2,-2,1300
1300,2,-2,1167
1167,0,0,1035
1035,0,0,903
903,2,-2,737
737,0,0,572
572,2,-2,373
373,2,-2,0
1565,0,0,1499
1499,2,-2,1399
1399,2,-2,1266
1266,0,0,1134
1134,1,-2,1036
1036,1,-2,971
971,2,-2,871
871,0,0,772
772,0,0,673
673,2,-2,540
540,2,-2,374
1464,0,0,1332
1332,2,-2,1166
1166,0,0,1001
1001,0,0,836
836,0,0,671
671,0,0,506
506,0,0,0
1830,0,0,1797
1797,1,-2,1798
1798,2,-2,1764
1764,1,-2,1765
1765,0,0,1765
1765,2,-2,1731
1731,2,-2,1664
1664,0,0,1598
1598,0,0,1532
1532,0,0,1466
1466,1,-2,1434
1434,2,-2,1367
1367,0,0,1301
1301,0,0,1235
1235,0,0,1169
1169,2,-2,1069
1069,1,-2,1004
1004,2,-2,904
904,0,0,805
1236,2,-2,1169
1169,0,0,1103
1103,0,0,1037
1037,1,-2,1005
1005,2,-2,938
938,1,-2,906
906,1,-2,907
907,2,-2,873
873,2,-2,806
806,0,0,740
740,0,0,674
674,1,-2,642
642,0,0,609
609,1,-2,610
610,1,-2,644
644,0,0,677
677,0,0,710
710,0,0,0
1501,0,0,1501
1501,0,0,1501
1501,1,-2,1535
1535,2,-2,1534
1534,0,0,1534
1534,0,0,1534
1534,2,-2,1500
1500,2,-2,1433
1433,1,-2,1401
1401,2,-2,1334
1334,2,-2,1234
1234,0,0,1135
1135,1,-2,1070
1070,0,0,1004
1004,0,0,938
938,0,0,872
872,2,-2,0
942,0,0,1008
1008,1,-2,1108
1108,1,-2,1241
1241,0,0,1373
1373,1,-2,1539
1539,1,-2,1738
1738,0,0,1936
1936,1,-2,0
968,1,-2,837
837,0,0,0
977,2,-2,1075
1075,1,-2,1208
1208,2,-2,1306
1306,1,-2,1439
1439,1,-2,1605
1605,0,0,1770
1770,0,0,1935
1935,1,-2,0
1302,0,0,1269
1269,0,0,1236
1236,2,-2,1169
1169,0,0,1103
1103,2,-2,1003
1003,0,0,904
904,0,0,805
805,1,-2,740
740,0,0,674
674,1,-2,642
1402,0,0,1402
1402,2,-2,1368
1368,1,-2,1369
1369,2,-2,1335
1335,1,-2,1336
1336,1,-2,1370
1370,0,0,1403
1403,0,0,1436
1436,2,-2,1435
1435,0,0,1435
1435,2,-2,1401
1800,0,0,1866
1866,0,0,1932
1932,2,-2,0
1371,0,0,1437
1437,2,-2,1469
1469,0,0,1502
1502,0,0,1535
1535,0,0,1568
1568,2,-2,1567
1567,0,0,1567
1567,2,-2,1533
1533,0,0,1500
1500,0,0,0
1371,2,-2,1403
1403,2,-2,1402
1402,2,-2,1368
1368,0,0,1335
1335,0,0,1302
1302,0,0,1269
1269,0,0,1236
1236,1,-2,1237
1237,1,-2,0
908,1,-2,975
975,2,-2,1007
1007,1,-2,1074
1074,2,-2,1106
1106,0,0,1139
1139,2,-2,1138
1138,0,0,1138
1138,0,0,1138
1138,0,0,1138
1138,0,0,1138
1138,0,0,1138
1138,2,-2,1104
1104,2,-2,1037
1037,1,-2,1005
1005,0,0,972
972,2,-2,905
905,2,-2,805
805,1,-2,0
1467,0,0,1434
1434,0,0,1401
1401,0,0,1368
1368,2,-2,1301
1301,0,0,1235
1235,1,-2,1203
1203,1,-2,1204
1204,0,0,1204
1204,2,-2,1170
1170,2,-2,1103
1103,0,0,1037
1037,1,-2,1005
1005,0,0,972
972,0,0,939
939,1,-2,940
1270,0,0,1270
1270,0,0,1270
1270,2,-2,1236
1236,0,0,1203
1203,2,-2,1136
1136,2,-2,1036
1036,2,-2,903
903,2,-2,737
737,0,0,0
1498,1,-2,1433
1433,0,0,1367
1367,0,0,1301
1301,2,-2,1201
1201,0,0,1102
1102,1,-2,1037
1037,2,-2,937
937,0,0,838
838,0,0,0
841,0,0,841
841,2,-2,807
807,1,-2,808
808,0,0,808
808,0,0,808
808,0,0,808
808,1,-2,842
